donor_id,donor_name,donor_age,donor_color,sample_well,sample_polygon,sample_mri_0,sample_mri_1,sample_mri_2,structure_id,structure_name,structure_abbreviation,structure_color,top_level_structure_id,top_level_structure_name,top_level_structure_abbreviation,top_level_structure_color
15496,"H0351.1015","49 years","C2C200",147628395,126910134,106,113,106,4517,"subthalamus","SbT","92FF5D",4517,"subthalamus","SbT","92FF5D"
15697,"H0351.1016","55 years","EB3B00",160091618,158449679,99,117,94,4517,"subthalamus","SbT","92FF5D",4517,"subthalamus","SbT","92FF5D"
9861,"H0351.2001","24 years","EC891D",2929,66981,102,80,102,12920,"anterior group of nuclei","DTA","A9E855",4393,"dorsal thalamus","DT","A9E855"
10021,"H0351.2002","39 years","0079C0",7461,1046125,101,75,99,12920,"anterior group of nuclei","DTA","A9E855",4393,"dorsal thalamus","DT","A9E855"
12876,"H0351.1009","57 years","509800",14033,1273593,101,96,111,12920,"anterior group of nuclei","DTA","A9E855",4393,"dorsal thalamus","DT","A9E855"
14380,"H0351.1012","31 years","960050",127687917,1408597,98,90,97,12920,"anterior group of nuclei","DTA","A9E855",4393,"dorsal thalamus","DT","A9E855"
15496,"H0351.1015","49 years","C2C200",156906848,122788902,97,95,91,12920,"anterior group of nuclei","DTA","A9E855",4393,"dorsal thalamus","DT","A9E855"
15697,"H0351.1016","55 years","EB3B00",160091664,146480691,98,97,94,12920,"anterior group of nuclei","DTA","A9E855",4393,"dorsal thalamus","DT","A9E855"
9861,"H0351.2001","24 years","EC891D",2841,66984,106,94,105,12921,"caudal group of intralaminar nuclei","ILc","A9E855",4393,"dorsal thalamus","DT","A9E855"
10021,"H0351.2002","39 years","0079C0",7312,1035186,108,83,103,12921,"caudal group of intralaminar nuclei","ILc","A9E855",4393,"dorsal thalamus","DT","A9E855"
12876,"H0351.1009","57 years","509800",13970,1273590,102,105,111,12921,"caudal group of intralaminar nuclei","ILc","A9E855",4393,"dorsal thalamus","DT","A9E855"
14380,"H0351.1012","31 years","960050",139379848,112613974,105,101,117,12921,"caudal group of intralaminar nuclei","ILc","A9E855",4393,"dorsal thalamus","DT","A9E855"
15496,"H0351.1015","49 years","C2C200",147628279,126421173,100,108,105,12921,"caudal group of intralaminar nuclei","ILc","A9E855",4393,"dorsal thalamus","DT","A9E855"
15697,"H0351.1016","55 years","EB3B00",159439011,157082432,101,105,107,12921,"caudal group of intralaminar nuclei","ILc","A9E855",4393,"dorsal thalamus","DT","A9E855"
9861,"H0351.2001","24 years","EC891D",2273,41473,116,94,101,12922,"dorsal lateral geneiculate nucleus","LGd","A9E855",4393,"dorsal thalamus","DT","A9E855"
10021,"H0351.2002","39 years","0079C0",5844,1013101,120,93,107,12922,"dorsal lateral geneiculate nucleus","LGd","A9E855",4393,"dorsal thalamus","DT","A9E855"
12876,"H0351.1009","57 years","509800",13763,1295416,121,111,126,12922,"dorsal lateral geneiculate nucleus","LGd","A9E855",4393,"dorsal thalamus","DT","A9E855"
14380,"H0351.1012","31 years","960050",139379729,111263691,117,114,117,12922,"dorsal lateral geneiculate nucleus","LGd","A9E855",4393,"dorsal thalamus","DT","A9E855"
15496,"H0351.1015","49 years","C2C200",148955280,127537195,133,117,119,12922,"dorsal lateral geneiculate nucleus","LGd","A9E855",4393,"dorsal thalamus","DT","A9E855"
15697,"H0351.1016","55 years","EB3B00",160091897,157974498,118,118,117,12922,"dorsal lateral geneiculate nucleus","LGd","A9E855",4393,"dorsal thalamus","DT","A9E855"
9861,"H0351.2001","24 years","EC891D",2545,64570,114,92,108,12924,"lateral group of nuclei, dorsal division","DTLd","A9E855",4393,"dorsal thalamus","DT","A9E855"
10021,"H0351.2002","39 years","0079C0",7469,1047901,112,87,107,12924,"lateral group of nuclei, dorsal division","DTLd","A9E855",4393,"dorsal thalamus","DT","A9E855"
12876,"H0351.1009","57 years","509800",13699,1295258,109,104,126,12924,"lateral group of nuclei, dorsal division","DTLd","A9E855",4393,"dorsal thalamus","DT","A9E855"
14380,"H0351.1012","31 years","960050",139379776,111353032,108,99,117,12924,"lateral group of nuclei, dorsal division","DTLd","A9E855",4393,"dorsal thalamus","DT","A9E855"
15496,"H0351.1015","49 years","C2C200",147628260,125699701,106,98,106,12924,"lateral group of nuclei, dorsal division","DTLd","A9E855",4393,"dorsal thalamus","DT","A9E855"
15697,"H0351.1016","55 years","EB3B00",160091959,156890323,109,100,117,12924,"lateral group of nuclei, dorsal division","DTLd","A9E855",4393,"dorsal thalamus","DT","A9E855"
9861,"H0351.2001","24 years","EC891D",2540,39970,112,96,104,12925,"lateral group of nuclei, ventral division","DTLv","A9E855",4393,"dorsal thalamus","DT","A9E855"
10021,"H0351.2002","39 years","0079C0",5266,1032704,102,81,95,12925,"lateral group of nuclei, ventral division","DTLv","A9E855",4393,"dorsal thalamus","DT","A9E855"
12876,"H0351.1009","57 years","509800",14201,1287462,103,101,100,12925,"lateral group of nuclei, ventral division","DTLv","A9E855",4393,"dorsal thalamus","DT","A9E855"
14380,"H0351.1012","31 years","960050",139379792,112946261,112,99,117,12925,"lateral group of nuclei, ventral division","DTLv","A9E855",4393,"dorsal thalamus","DT","A9E855"
15496,"H0351.1015","49 years","C2C200",147628331,127020516,108,107,106,12925,"lateral group of nuclei, ventral division","DTLv","A9E855",4393,"dorsal thalamus","DT","A9E855"
15697,"H0351.1016","55 years","EB3B00",160091975,156903026,112,102,117,12925,"lateral group of nuclei, ventral division","DTLv","A9E855",4393,"dorsal thalamus","DT","A9E855"
9861,"H0351.2001","24 years","EC891D",2556,39969,114,99,104,12926,"medial geniculate complex","MG","A9E855",4393,"dorsal thalamus","DT","A9E855"
10021,"H0351.2002","39 years","0079C0",7361,1044974,84,95,106,12926,"medial geniculate complex","MG","A9E855",4393,"dorsal thalamus","DT","A9E855"
12876,"H0351.1009","57 years","509800",13706,1283861,110,114,111,12926,"medial geniculate complex","MG","A9E855",4393,"dorsal thalamus","DT","A9E855"
14380,"H0351.1012","31 years","960050",139379727,113819220,110,111,117,12926,"medial geniculate complex","MG","A9E855",4393,"dorsal thalamus","DT","A9E855"
15496,"H0351.1015","49 years","C2C200",148955170,131299383,126,117,119,12926,"medial geniculate complex","MG","A9E855",4393,"dorsal thalamus","DT","A9E855"
15697,"H0351.1016","55 years","EB3B00",160091833,156901563,105,113,117,12926,"medial geniculate complex","MG","A9E855",4393,"dorsal thalamus","DT","A9E855"
9861,"H0351.2001","24 years","EC891D",2857,80127,100,92,105,12927,"medial group of nuclei","DTM","A9E855",4393,"dorsal thalamus","DT","A9E855"
10021,"H0351.2002","39 years","0079C0",5891,1032328,95,80,94,12927,"medial group of nuclei","DTM","A9E855",4393,"dorsal thalamus","DT","A9E855"
12876,"H0351.1009","57 years","509800",14041,1297219,96,102,111,12927,"medial group of nuclei","DTM","A9E855",4393,"dorsal thalamus","DT","A9E855"
14380,"H0351.1012","31 years","960050",139379760,112954512,101,95,117,12927,"medial group of nuclei","DTM","A9E855",4393,"dorsal thalamus","DT","A9E855"
15496,"H0351.1015","49 years","C2C200",147628315,126421172,95,100,105,12927,"medial group of nuclei","DTM","A9E855",4393,"dorsal thalamus","DT","A9E855"
15697,"H0351.1016","55 years","EB3B00",160091506,146480692,96,105,94,12927,"medial group of nuclei","DTM","A9E855",4393,"dorsal thalamus","DT","A9E855"
9861,"H0351.2001","24 years","EC891D",2569,81133,115,99,108,12928,"posterior group of nuclei","DTP","A9E855",4393,"dorsal thalamus","DT","A9E855"
10021,"H0351.2002","39 years","0079C0",5865,1021056,74,93,103,12928,"posterior group of nuclei","DTP","A9E855",4393,"dorsal thalamus","DT","A9E855"
12876,"H0351.1009","57 years","509800",13979,1297220,110,108,111,12928,"posterior group of nuclei","DTP","A9E855",4393,"dorsal thalamus","DT","A9E855"
14380,"H0351.1012","31 years","960050",139379808,112953257,105,102,117,12928,"posterior group of nuclei","DTP","A9E855",4393,"dorsal thalamus","DT","A9E855"
15496,"H0351.1015","49 years","C2C200",148955264,128013585,114,113,119,12928,"posterior group of nuclei","DTP","A9E855",4393,"dorsal thalamus","DT","A9E855"
15697,"H0351.1016","55 years","EB3B00",160091991,156936435,104,103,117,12928,"posterior group of nuclei","DTP","A9E855",4393,"dorsal thalamus","DT","A9E855"
9861,"H0351.2001","24 years","EC891D",2865,80126,104,87,104,12929,"rostral group of intralaminar nuclei","ILr","A9E855",4393,"dorsal thalamus","DT","A9E855"
10021,"H0351.2002","39 years","0079C0",5946,1027907,97,83,95,12929,"rostral group of intralaminar nuclei","ILr","A9E855",4393,"dorsal thalamus","DT","A9E855"
12876,"H0351.1009","57 years","509800",14226,1287461,97,106,100,12929,"rostral group of intralaminar nuclei","ILr","A9E855",4393,"dorsal thalamus","DT","A9E855"
14380,"H0351.1012","31 years","960050",127687857,112380306,99,100,98,12929,"rostral group of intralaminar nuclei","ILr","A9E855",4393,"dorsal thalamus","DT","A9E855"
15496,"H0351.1015","49 years","C2C200",147628347,126421169,101,99,106,12929,"rostral group of intralaminar nuclei","ILr","A9E855",4393,"dorsal thalamus","DT","A9E855"
15697,"H0351.1016","55 years","EB3B00",160091554,146480694,97,106,94,12929,"rostral group of intralaminar nuclei","ILr","A9E855",4393,"dorsal thalamus","DT","A9E855"
9861,"H0351.2001","24 years","EC891D",3065,87541,110,83,97,4504,"ventral thalamus","VT","E2FF5D",4504,"ventral thalamus","VT","E2FF5D"
10021,"H0351.2002","39 years","0079C0",5859,1027909,103,73,91,4504,"ventral thalamus","VT","E2FF5D",4504,"ventral thalamus","VT","E2FF5D"
12876,"H0351.1009","57 years","509800",14209,1287456,109,99,100,4504,"ventral thalamus","VT","E2FF5D",4504,"ventral thalamus","VT","E2FF5D"
14380,"H0351.1012","31 years","960050",139379860,112157619,111,98,109,4504,"ventral thalamus","VT","E2FF5D",4504,"ventral thalamus","VT","E2FF5D"
15496,"H0351.1015","49 years","C2C200",147628363,126426187,113,101,107,4504,"ventral thalamus","VT","E2FF5D",4504,"ventral thalamus","VT","E2FF5D"
15697,"H0351.1016","55 years","EB3B00",159439121,156505627,112,97,107,4504,"ventral thalamus","VT","E2FF5D",4504,"ventral thalamus","VT","E2FF5D"
9861,"H0351.2001","24 years","EC891D",-1,-1,-1,-1,-1,9102,"inferior colliculus","IC","098653",9001,"mesencephalon","MES","0E7911"
10021,"H0351.2002","39 years","0079C0",9566,1137456,100,107,109,9102,"inferior colliculus","IC","098653",9001,"mesencephalon","MES","0E7911"
12876,"H0351.1009","57 years","509800",14258,1310556,98,128,126,9102,"inferior colliculus","IC","098653",9001,"mesencephalon","MES","0E7911"
14380,"H0351.1012","31 years","960050",-1,-1,-1,-1,-1,9102,"inferior colliculus","IC","098653",9001,"mesencephalon","MES","0E7911"
15496,"H0351.1015","49 years","C2C200",148955212,114689478,96,114,130,9102,"inferior colliculus","IC","098653",9001,"mesencephalon","MES","0E7911"
15697,"H0351.1016","55 years","EB3B00",160535255,159148114,82,134,134,9102,"inferior colliculus","IC","098653",9001,"mesencephalon","MES","0E7911"
9861,"H0351.2001","24 years","EC891D",2498,247813,101,101,109,9114,"superior colliculus","SC","098653",9001,"mesencephalon","MES","0E7911"
10021,"H0351.2002","39 years","0079C0",9575,1141730,99,97,106,9114,"superior colliculus","SC","098653",9001,"mesencephalon","MES","0E7911"
12876,"H0351.1009","57 years","509800",-1,-1,-1,-1,-1,9114,"superior colliculus","SC","098653",9001,"mesencephalon","MES","0E7911"
14380,"H0351.1012","31 years","960050",-1,-1,-1,-1,-1,9114,"superior colliculus","SC","098653",9001,"mesencephalon","MES","0E7911"
15496,"H0351.1015","49 years","C2C200",148955154,128014918,107,119,119,9114,"superior colliculus","SC","098653",9001,"mesencephalon","MES","0E7911"
15697,"H0351.1016","55 years","EB3B00",160091945,156988290,99,104,117,9114,"superior colliculus","SC","098653",9001,"mesencephalon","MES","0E7911"
9861,"H0351.2001","24 years","EC891D",2636,668916,95,97,100,9003,"central gray substance of midbrain","CGMB","349009",9001,"mesencephalon","MES","0E7911"
10021,"H0351.2002","39 years","0079C0",9125,1134958,101,116,108,9003,"central gray substance of midbrain","CGMB","349009",9001,"mesencephalon","MES","0E7911"
12876,"H0351.1009","57 years","509800",-1,-1,-1,-1,-1,9003,"central gray substance of midbrain","CGMB","349009",9001,"mesencephalon","MES","0E7911"
14380,"H0351.1012","31 years","960050",139379880,111350082,100,105,117,9003,"central gray substance of midbrain","CGMB","349009",9001,"mesencephalon","MES","0E7911"
15496,"H0351.1015","49 years","C2C200",148955138,127020881,111,129,119,9003,"central gray substance of midbrain","CGMB","349009",9001,"mesencephalon","MES","0E7911"
15697,"H0351.1016","55 years","EB3B00",160535239,159148116,86,134,133,9003,"central gray substance of midbrain","CGMB","349009",9001,"mesencephalon","MES","0E7911"
9861,"H0351.2001","24 years","EC891D",-1,-1,-1,-1,-1,9449,"Edinger-Westphal nucleus","EW","349009",9001,"mesencephalon","MES","0E7911"
10021,"H0351.2002","39 years","0079C0",9583,1135097,95,100,97,9449,"Edinger-Westphal nucleus","EW","349009",9001,"mesencephalon","MES","0E7911"
12876,"H0351.1009","57 years","509800",-1,-1,-1,-1,-1,9449,"Edinger-Westphal nucleus","EW","349009",9001,"mesencephalon","MES","0E7911"
14380,"H0351.1012","31 years","960050",139379830,113819090,92,116,109,9449,"Edinger-Westphal nucleus","EW","349009",9001,"mesencephalon","MES","0E7911"
15496,"H0351.1015","49 years","C2C200",-1,-1,-1,-1,-1,9449,"Edinger-Westphal nucleus","EW","349009",9001,"mesencephalon","MES","0E7911"
15697,"H0351.1016","55 years","EB3B00",-1,-1,-1,-1,-1,9449,"Edinger-Westphal nucleus","EW","349009",9001,"mesencephalon","MES","0E7911"
9861,"H0351.2001","24 years","EC891D",-1,-1,-1,-1,-1,9015,"interstitial nucleus of Cajal","ICjl","349009",9001,"mesencephalon","MES","0E7911"
10021,"H0351.2002","39 years","0079C0",9590,1142947,97,100,96,9015,"interstitial nucleus of Cajal","ICjl","349009",9001,"mesencephalon","MES","0E7911"
12876,"H0351.1009","57 years","509800",-1,-1,-1,-1,-1,9015,"interstitial nucleus of Cajal","ICjl","349009",9001,"mesencephalon","MES","0E7911"
14380,"H0351.1012","31 years","960050",139379878,111938332,93,113,109,9015,"interstitial nucleus of Cajal","ICjl","349009",9001,"mesencephalon","MES","0E7911"
15496,"H0351.1015","49 years","C2C200",-1,-1,-1,-1,-1,9015,"interstitial nucleus of Cajal","ICjl","349009",9001,"mesencephalon","MES","0E7911"
15697,"H0351.1016","55 years","EB3B00",-1,-1,-1,-1,-1,9015,"interstitial nucleus of Cajal","ICjl","349009",9001,"mesencephalon","MES","0E7911"
9861,"H0351.2001","24 years","EC891D",6162,997890,93,114,104,9455,"midbrain raphe nuclei","MBRa","349009",9001,"mesencephalon","MES","0E7911"
10021,"H0351.2002","39 years","0079C0",9141,1131032,98,116,107,9455,"midbrain raphe nuclei","MBRa","349009",9001,"mesencephalon","MES","0E7911"
12876,"H0351.1009","57 years","509800",-1,-1,-1,-1,-1,9455,"midbrain raphe nuclei","MBRa","349009",9001,"mesencephalon","MES","0E7911"
14380,"H0351.1012","31 years","960050",139428091,114492874,91,125,127,9455,"midbrain raphe nuclei","MBRa","349009",9001,"mesencephalon","MES","0E7911"
15496,"H0351.1015","49 years","C2C200",148955196,127707962,92,116,124,9455,"midbrain raphe nuclei","MBRa","349009",9001,"mesencephalon","MES","0E7911"
15697,"H0351.1016","55 years","EB3B00",160535209,158753224,91,140,132,9455,"midbrain raphe nuclei","MBRa","349009",9001,"mesencephalon","MES","0E7911"
9861,"H0351.2001","24 years","EC891D",6226,997889,96,114,106,9018,"midbrain reticular formation","MBRF","349009",9001,"mesencephalon","MES","0E7911"
10021,"H0351.2002","39 years","0079C0",9518,1137449,99,107,108,9018,"midbrain reticular formation","MBRF","349009",9001,"mesencephalon","MES","0E7911"
12876,"H0351.1009","57 years","509800",14345,1313924,101,131,121,9018,"midbrain reticular formation","MBRF","349009",9001,"mesencephalon","MES","0E7911"
14380,"H0351.1012","31 years","960050",139427981,113767896,96,130,130,9018,"midbrain reticular formation","MBRF","349009",9001,"mesencephalon","MES","0E7911"
15496,"H0351.1015","49 years","C2C200",148955244,126684817,97,114,128,9018,"midbrain reticular formation","MBRF","349009",9001,"mesencephalon","MES","0E7911"
15697,"H0351.1016","55 years","EB3B00",160536103,158401655,84,134,131,9018,"midbrain reticular formation","MBRF","349009",9001,"mesencephalon","MES","0E7911"
9861,"H0351.2001","24 years","EC891D",-1,-1,-1,-1,-1,9047,"nucleus of Darkschewitsch","Dk","349009",9001,"mesencephalon","MES","0E7911"
10021,"H0351.2002","39 years","0079C0",9511,1142932,96,100,95,9047,"nucleus of Darkschewitsch","Dk","349009",9001,"mesencephalon","MES","0E7911"
12876,"H0351.1009","57 years","509800",-1,-1,-1,-1,-1,9047,"nucleus of Darkschewitsch","Dk","349009",9001,"mesencephalon","MES","0E7911"
14380,"H0351.1012","31 years","960050",139379846,113817850,93,112,109,9047,"nucleus of Darkschewitsch","Dk","349009",9001,"mesencephalon","MES","0E7911"
15496,"H0351.1015","49 years","C2C200",-1,-1,-1,-1,-1,9047,"nucleus of Darkschewitsch","Dk","349009",9001,"mesencephalon","MES","0E7911"
15697,"H0351.1016","55 years","EB3B00",-1,-1,-1,-1,-1,9047,"nucleus of Darkschewitsch","Dk","349009",9001,"mesencephalon","MES","0E7911"
9861,"H0351.2001","24 years","EC891D",2665,690749,93,102,103,9030,"oculomotor nuclear complex","3","349009",9001,"mesencephalon","MES","0E7911"
10021,"H0351.2002","39 years","0079C0",9520,1134999,94,100,95,9030,"oculomotor nuclear complex","3","349009",9001,"mesencephalon","MES","0E7911"
12876,"H0351.1009","57 years","509800",-1,-1,-1,-1,-1,9030,"oculomotor nuclear complex","3","349009",9001,"mesencephalon","MES","0E7911"
14380,"H0351.1012","31 years","960050",139379862,111938333,93,117,109,9030,"oculomotor nuclear complex","3","349009",9001,"mesencephalon","MES","0E7911"
15496,"H0351.1015","49 years","C2C200",-1,-1,-1,-1,-1,9030,"oculomotor nuclear complex","3","349009",9001,"mesencephalon","MES","0E7911"
15697,"H0351.1016","55 years","EB3B00",159439059,157825947,93,118,107,9030,"oculomotor nuclear complex","3","349009",9001,"mesencephalon","MES","0E7911"
9861,"H0351.2001","24 years","EC891D",3034,87527,101,100,100,9053,"red nucleus","RN","349009",9001,"mesencephalon","MES","0E7911"
10021,"H0351.2002","39 years","0079C0",9527,1135511,101,100,92,9053,"red nucleus","RN","349009",9001,"mesencephalon","MES","0E7911"
12876,"H0351.1009","57 years","509800",14002,1278156,99,111,111,9053,"red nucleus","RN","349009",9001,"mesencephalon","MES","0E7911"
14380,"H0351.1012","31 years","960050",139379774,111937779,98,118,109,9053,"red nucleus","RN","349009",9001,"mesencephalon","MES","0E7911"
15496,"H0351.1015","49 years","C2C200",148955131,127503683,99,127,113,9053,"red nucleus","RN","349009",9001,"mesencephalon","MES","0E7911"
15697,"H0351.1016","55 years","EB3B00",159438995,158168906,97,119,107,9053,"red nucleus","RN","349009",9001,"mesencephalon","MES","0E7911"
9861,"H0351.2001","24 years","EC891D",2811,344600,93,104,95,9072,"substantia nigra","SN","349009",9001,"mesencephalon","MES","0E7911"
10021,"H0351.2002","39 years","0079C0",9544,1139537,105,101,89,9072,"substantia nigra","SN","349009",9001,"mesencephalon","MES","0E7911"
12876,"H0351.1009","57 years","509800",14305,1313750,100,134,117,9072,"substantia nigra","SN","349009",9001,"mesencephalon","MES","0E7911"
14380,"H0351.1012","31 years","960050",139379908,111937781,104,119,109,9072,"substantia nigra","SN","349009",9001,"mesencephalon","MES","0E7911"
15496,"H0351.1015","49 years","C2C200",148955164,115717446,99,125,114,9072,"substantia nigra","SN","349009",9001,"mesencephalon","MES","0E7911"
15697,"H0351.1016","55 years","EB3B00",160535175,157683052,85,135,119,9072,"substantia nigra","SN","349009",9001,"mesencephalon","MES","0E7911"
9861,"H0351.2001","24 years","EC891D",6194,994759,94,114,98,9063,"trochlear nucleus","4","349009",9001,"mesencephalon","MES","0E7911"
10021,"H0351.2002","39 years","0079C0",9550,1132282,95,107,106,9063,"trochlear nucleus","4","349009",9001,"mesencephalon","MES","0E7911"
12876,"H0351.1009","57 years","509800",-1,-1,-1,-1,-1,9063,"trochlear nucleus","4","349009",9001,"mesencephalon","MES","0E7911"
14380,"H0351.1012","31 years","960050",-1,-1,-1,-1,-1,9063,"trochlear nucleus","4","349009",9001,"mesencephalon","MES","0E7911"
15496,"H0351.1015","49 years","C2C200",-1,-1,-1,-1,-1,9063,"trochlear nucleus","4","349009",9001,"mesencephalon","MES","0E7911"
15697,"H0351.1016","55 years","EB3B00",-1,-1,-1,-1,-1,9063,"trochlear nucleus","4","349009",9001,"mesencephalon","MES","0E7911"
9861,"H0351.2001","24 years","EC891D",2622,87534,95,101,101,9066,"ventral tegmental area","VTA","349009",9001,"mesencephalon","MES","0E7911"
10021,"H0351.2002","39 years","0079C0",9557,1139126,97,108,100,9066,"ventral tegmental area","VTA","349009",9001,"mesencephalon","MES","0E7911"
12876,"H0351.1009","57 years","509800",14297,1314370,96,133,118,9066,"ventral tegmental area","VTA","349009",9001,"mesencephalon","MES","0E7911"
14380,"H0351.1012","31 years","960050",139428043,114120385,92,127,121,9066,"ventral tegmental area","VTA","349009",9001,"mesencephalon","MES","0E7911"
15496,"H0351.1015","49 years","C2C200",148955134,127361028,97,123,122,9066,"ventral tegmental area","VTA","349009",9001,"mesencephalon","MES","0E7911"
15697,"H0351.1016","55 years","EB3B00",160535159,157706283,89,135,118,9066,"ventral tegmental area","VTA","349009",9001,"mesencephalon","MES","0E7911"
9861,"H0351.2001","24 years","EC891D",2564,87394,104,100,105,9079,"pretectal region","PTec","099033",9001,"mesencephalon","MES","0E7911"
10021,"H0351.2002","39 years","0079C0",9559,1142904,99,98,104,9079,"pretectal region","PTec","099033",9001,"mesencephalon","MES","0E7911"
12876,"H0351.1009","57 years","509800",-1,-1,-1,-1,-1,9079,"pretectal region","PTec","099033",9001,"mesencephalon","MES","0E7911"
14380,"H0351.1012","31 years","960050",139379762,113615317,103,104,117,9079,"pretectal region","PTec","099033",9001,"mesencephalon","MES","0E7911"
15496,"H0351.1015","49 years","C2C200",-1,-1,-1,-1,-1,9079,"pretectal region","PTec","099033",9001,"mesencephalon","MES","0E7911"
15697,"H0351.1016","55 years","EB3B00",-1,-1,-1,-1,-1,9079,"pretectal region","PTec","099033",9001,"mesencephalon","MES","0E7911"
9861,"H0351.2001","24 years","EC891D",1123,64814,87,120,114,4700,"I-II","Ve-I-II","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
10021,"H0351.2002","39 years","0079C0",-1,-1,-1,-1,-1,4700,"I-II","Ve-I-II","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
12876,"H0351.1009","57 years","509800",-1,-1,-1,-1,-1,4700,"I-II","Ve-I-II","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
14380,"H0351.1012","31 years","960050",-1,-1,-1,-1,-1,4700,"I-II","Ve-I-II","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
15496,"H0351.1015","49 years","C2C200",147712638,146140535,94,131,133,4700,"I-II","Ve-I-II","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
15697,"H0351.1016","55 years","EB3B00",158402906,156420952,93,130,135,4700,"I-II","Ve-I-II","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
9861,"H0351.2001","24 years","EC891D",1107,64786,87,112,113,4701,"III","Ve-III","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
10021,"H0351.2002","39 years","0079C0",8369,1110746,92,108,116,4701,"III","Ve-III","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
12876,"H0351.1009","57 years","509800",-1,-1,-1,-1,-1,4701,"III","Ve-III","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
14380,"H0351.1012","31 years","960050",-1,-1,-1,-1,-1,4701,"III","Ve-III","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
15496,"H0351.1015","49 years","C2C200",147712558,146140732,94,119,132,4701,"III","Ve-III","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
15697,"H0351.1016","55 years","EB3B00",158402922,156421078,93,119,136,4701,"III","Ve-III","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
9861,"H0351.2001","24 years","EC891D",1099,64785,87,108,118,4702,"IV","Ve-IV","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
10021,"H0351.2002","39 years","0079C0",8416,1110732,92,103,126,4702,"IV","Ve-IV","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
12876,"H0351.1009","57 years","509800",-1,-1,-1,-1,-1,4702,"IV","Ve-IV","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
14380,"H0351.1012","31 years","960050",-1,-1,-1,-1,-1,4702,"IV","Ve-IV","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
15496,"H0351.1015","49 years","C2C200",147712574,146140783,94,115,140,4702,"IV","Ve-IV","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
15697,"H0351.1016","55 years","EB3B00",158402938,156421167,93,114,142,4702,"IV","Ve-IV","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
9861,"H0351.2001","24 years","EC891D",1091,64784,87,117,132,4703,"V","Ve-V","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
10021,"H0351.2002","39 years","0079C0",8400,1110728,92,102,136,4703,"V","Ve-V","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
12876,"H0351.1009","57 years","509800",-1,-1,-1,-1,-1,4703,"V","Ve-V","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
14380,"H0351.1012","31 years","960050",-1,-1,-1,-1,-1,4703,"V","Ve-V","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
15496,"H0351.1015","49 years","C2C200",147712606,146140797,94,107,153,4703,"V","Ve-V","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
15697,"H0351.1016","55 years","EB3B00",158402954,156421287,93,107,155,4703,"V","Ve-V","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
9861,"H0351.2001","24 years","EC891D",1059,64940,87,126,143,4705,"VI","Ve-VI","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
10021,"H0351.2002","39 years","0079C0",8432,1110730,92,107,136,4705,"VI","Ve-VI","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
12876,"H0351.1009","57 years","509800",-1,-1,-1,-1,-1,4705,"VI","Ve-VI","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
14380,"H0351.1012","31 years","960050",-1,-1,-1,-1,-1,4705,"VI","Ve-VI","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
15496,"H0351.1015","49 years","C2C200",147712656,146140945,94,128,161,4705,"VI","Ve-VI","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
15697,"H0351.1016","55 years","EB3B00",158402904,156416902,93,113,177,4705,"VI","Ve-VI","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
9861,"H0351.2001","24 years","EC891D",1146,64939,87,126,145,4706,"VIIAf","Ve-VIIAf","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
10021,"H0351.2002","39 years","0079C0",-1,-1,-1,-1,-1,4706,"VIIAf","Ve-VIIAf","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
12876,"H0351.1009","57 years","509800",-1,-1,-1,-1,-1,4706,"VIIAf","Ve-VIIAf","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
14380,"H0351.1012","31 years","960050",-1,-1,-1,-1,-1,4706,"VIIAf","Ve-VIIAf","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
